name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Ford Figo Diesel Celebration Edition,2017,370000,175000,Petrol,Individual,Manual,Third Owner,23.0 kmpl,993 CC,103.52 bhp,"12.7@ 2,700(kgm@ rpm)",5
Ford Figo Diesel Celebration Edition,2001,500000,120000,Petrol,Individual,Manual,Second Owner,17.3 km/kg,993 CC,90 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Zen LX,2010,500000,120000,Petrol,Individual,Manual,Second Owner,19.01 kmpl,1197 CC,88.2 bhp,248Nm@ 2250rpm,5
Toyota Etios VXD,2001,500000,169000,Diesel,Individual,Manual,First Owner,17.3 km/kg,1396 CC,103.52 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VDI,2014,450000,68000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,993 CC,60 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift VXI BSIII,2013,92000,45000,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1497 CC,37 bhp,78Nm@ 4500rpm,5
Hyundai i20 Sportz Diesel,2011,200000,120000,LPG,Individual,Manual,Third Owner,19.01 kmpl,1461 CC,74 bhp,170Nm@ 1800-2400rpm,4
Maruti 800 DX BSII,2011,350000,100000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1197 CC,78 bhp,190Nm@ 2000rpm,5
Renault Duster 110PS Diesel RxL,2001,96000,68000,Diesel,Individual,Manual,Second Owner,17.3 km/kg,1248 CC,57.5 bhp,190Nm@ 2000rpm,5
Maruti Zen LX,2013,225000,90000,Diesel,Individual,Manual,Second Owner,17.3 km/kg,1498 CC,68.1 bhp,248Nm@ 2250rpm,5
Maruti Swift Dzire VDI,2013,92000,140000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1061 CC,74 bhp,170Nm@ 1800-2400rpm,5
Toyota Etios VXD,2014,440000,140000,LPG,Individual,Manual,First Owner,17.3 km/kg,1396 CC,108.45 bhp,"11.5@ 4,500(kgm@ rpm)",5
Hyundai Xcent 1.2 VTVT E Plus,2014,370000,175000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1298 CC,103.52 bhp,22.4 kgm at 1750-2750rpm,5
Hyundai i20 Sportz Diesel,2017,96000,175000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1461 CC,78 bhp,250Nm@ 1500-2500rpm,5
Maruti Zen LX,2013,370000,45000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1399 CC,103.52 bhp,78Nm@ 4500rpm,5
Toyota Etios VXD,2007,200000,140000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1248 CC,103.52 bhp,170Nm@ 1800-2400rpm,5
Renault Duster 110PS Diesel RxL,2005,45000,175000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1498 CC,60 bhp,113.75nm@ 4000rpm,5
Maruti Swift VXI BSIII,2011,45000,120000,Diesel,Individual,Manual,Third Owner,19.01 kmpl,1396 CC,108.45 bhp,170Nm@ 1800-2400rpm,4
Maruti Swift VXI BSIII,2007,450000,175000,LPG,Individual,Manual,Third Owner,17.3 kmpl,796 CC,81.86 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Zen LX,2014,45000,120000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1399 CC,57.5 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Swift VXI BSIII,2013,370000,45000,Petrol,Individual,Manual,First Owner,16.1 kmpl,1396 CC,81.86 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VDI,2010,440000,5000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1497 CC,108.45 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VDI,2011,450000,145500,Diesel,Individual,Manual,First Owner,20.0 kmpl,1497 CC,81.86 bhp,59Nm@ 2500rpm,5
Maruti 800 DX BSII,2014,130000,127000,Petrol,Individual,Manual,Third Owner,17.3 km/kg,993 CC,67.1 bhp,59Nm@ 2500rpm,5
Maruti Zen LX,2014,500000,68000,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,37 bhp,250Nm@ 1500-2500rpm,5
Maruti 800 DX BSII,2014,96000,145500,Diesel,Individual,Manual,First Owner,20.14 kmpl,1497 CC,37 bhp,"11.5@ 4,500(kgm@ rpm)",4
Maruti Zen LX,2005,200000,145500,Diesel,Individual,Manual,First Owner,16.1 kmpl,796 CC,81.86 bhp,160Nm@ 2000rpm,4
Hyundai Xcent 1.2 VTVT E Plus,2007,450000,169000,LPG,Individual,Manual,First Owner,23.0 kmpl,1298 CC,88.2 bhp,59Nm@ 2500rpm,5
Maruti Zen LX,2014,370000,100000,Diesel,Individual,Manual,First Owner,20.14 kmpl,993 CC,67.1 bhp,"12.7@ 2,700(kgm@ rpm)",5
Renault Duster 110PS Diesel RxL,2006,96000,68000,Diesel,Individual,Manual,First Owner,19.01 kmpl,993 CC,60 bhp,"7.8@ 4,500(kgm@ rpm)",5
Hyundai i20 Sportz Diesel,2013,440000,5000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1061 CC,103.52 bhp,"12.7@ 2,700(kgm@ rpm)",4
Skoda Rapid 1.5 TDI Ambition,2014,158000,175000,Diesel,Individual,Manual,Second Owner,17.3 km/kg,1461 CC,57.5 bhp,113.75nm@ 4000rpm,5
Skoda Rapid 1.5 TDI Ambition,2011,200000,100000,Diesel,Individual,Manual,First Owner,21.14 kmpl,796 CC,81.86 bhp,250Nm@ 1500-2500rpm,5
Toyota Etios VXD,2006,370000,169000,Diesel,Individual,Manual,Third Owner,17.3 kmpl,1298 CC,57.5 bhp,113.75nm@ 4000rpm,5
Maruti Swift VXI BSIII,2014,200000,145500,Diesel,Individual,Manual,First Owner,16.1 kmpl,796 CC,60 bhp,113.75nm@ 4000rpm,5
Hyundai i20 Sportz Diesel,2005,225000,68000,Diesel,Individual,Manual,First Owner,17.3 km/kg,993 CC,90 bhp,59Nm@ 2500rpm,5
Ford Figo Diesel Celebration Edition,2001,158000,120000,Petrol,Individual,Manual,First Owner,17.3 kmpl,1497 CC,67.1 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VDI,2013,96000,127000,Diesel,Individual,Manual,Third Owner,17.3 kmpl,993 CC,57.5 bhp,190Nm@ 2000rpm,5
Maruti Wagon R LXI DUO BSIII,2017,45000,145500,LPG,Individual,Manual,Second Owner,16.1 kmpl,1061 CC,103.52 bhp,59Nm@ 2500rpm,5
Honda City 2017-2020 EXi,2017,370000,140000,Petrol,Individual,Manual,First Owner,21.14 kmpl,796 CC,90 bhp,78Nm@ 4500rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2013,200000,5000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1061 CC,88.2 bhp,170Nm@ 1800-2400rpm,5
Maruti Swift VXI BSIII,2014,96000,5000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1498 CC,103.52 bhp,190Nm@ 2000rpm,5
Maruti Swift VXI BSIII,2007,45000,5000,Petrol,Individual,Manual,First Owner,23.0 kmpl,796 CC,68.1 bhp,"11.5@ 4,500(kgm@ rpm)",5
Renault Duster 110PS Diesel RxL,2007,440000,45000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1197 CC,37 bhp,78Nm@ 4500rpm,5
Maruti Swift VXI BSIII,2014,440000,45000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1399 CC,74 bhp,113.75nm@ 4000rpm,5
Maruti Swift Dzire VDI,2017,200000,120000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1497 CC,78 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Swift Dzire VDI,2010,450000,90000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1396 CC,74 bhp,248Nm@ 2250rpm,5
Honda City 2017-2020 EXi,2014,225000,127000,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1061 CC,88.2 bhp,250Nm@ 1500-2500rpm,5
Maruti Zen LX,2011,450000,169000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1497 CC,37 bhp,"11.5@ 4,500(kgm@ rpm)",5
Ford Figo Diesel Celebration Edition,2017,225000,100000,Petrol,Individual,Manual,First Owner,23.4 kmpl,1248 CC,57.5 bhp,22.4 kgm at 1750-2750rpm,4
Hyundai i20 Sportz Diesel,2010,370000,100000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1197 CC,67.1 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti Swift VXI BSIII,2005,500000,100000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1497 CC,103.52 bhp,113.75nm@ 4000rpm,5
Skoda Rapid 1.5 TDI Ambition,2006,130000,175000,Petrol,Individual,Manual,Second Owner,20.0 kmpl,1461 CC,60 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti 800 DX BSII,2010,200000,145500,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1399 CC,37 bhp,170Nm@ 1800-2400rpm,4
Renault Duster 110PS Diesel RxL,2006,350000,90000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1197 CC,37 bhp,22.4 kgm at 1750-2750rpm,5
Renault Duster 110PS Diesel RxL,2014,500000,175000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,81.86 bhp,248Nm@ 2250rpm,5
Skoda Rapid 1.5 TDI Ambition,2007,92000,169000,Diesel,Individual,Manual,First Owner,20.14 kmpl,993 CC,78 bhp,"11.5@ 4,500(kgm@ rpm)",5
Toyota Etios VXD,2014,200000,100000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1497 CC,103.52 bhp,"12.7@ 2,700(kgm@ rpm)",5
Skoda Rapid 1.5 TDI Ambition,2017,158000,90000,Petrol,Individual,Manual,First Owner,23.59 kmpl,1197 CC,37 bhp,59Nm@ 2500rpm,5
Toyota Etios VXD,2006,45000,175000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1461 CC,81.86 bhp,248Nm@ 2250rpm,5
Maruti Wagon R LXI DUO BSIII,2017,158000,120000,Petrol,Individual,Manual,Third Owner,23.4 kmpl,1396 CC,90 bhp,"7.8@ 4,500(kgm@ rpm)",4
Maruti 800 DX BSII,2014,440000,45000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1396 CC,88.2 bhp,248Nm@ 2250rpm,4
Renault Duster 110PS Diesel RxL,2013,225000,169000,Diesel,Individual,Manual,Second Owner,21.14 kmpl,1399 CC,88.2 bhp,248Nm@ 2250rpm,5
Skoda Rapid 1.5 TDI Ambition,2011,45000,100000,Petrol,Individual,Manual,First Owner,21.14 kmpl,1399 CC,67.1 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti Wagon R LXI DUO BSIII,2014,500000,68000,LPG,Individual,Manual,First Owner,16.1 kmpl,1461 CC,67.1 bhp,59Nm@ 2500rpm,5
Maruti Zen LX,2017,440000,127000,Diesel,Individual,Manual,First Owner,17.3 km/kg,1498 CC,37 bhp,"7.8@ 4,500(kgm@ rpm)",5
Hyundai Xcent 1.2 VTVT E Plus,2011,45000,140000,Petrol,Individual,Manual,First Owner,17.3 km/kg,1396 CC,37 bhp,"12.7@ 2,700(kgm@ rpm)",5
Hyundai i20 Sportz Diesel,2014,450000,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1461 CC,60 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Wagon R LXI DUO BSIII,2010,440000,45000,Diesel,Individual,Manual,First Owner,23.0 kmpl,993 CC,103.52 bhp,250Nm@ 1500-2500rpm,5
Hyundai i20 Sportz Diesel,2014,450000,5000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1396 CC,78 bhp,190Nm@ 2000rpm,5
Skoda Rapid 1.5 TDI Ambition,2005,450000,45000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1461 CC,37 bhp,"11.5@ 4,500(kgm@ rpm)",5
Ford Figo Diesel Celebration Edition,2014,45000,90000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1061 CC,88.2 bhp,78Nm@ 4500rpm,5
Maruti Zen LX,2010,96000,120000,Petrol,Individual,Manual,First Owner,19.01 kmpl,1298 CC,57.5 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Wagon R LXI DUO BSIII,2014,158000,120000,Diesel,Individual,Manual,First Owner,21.14 kmpl,796 CC,37 bhp,248Nm@ 2250rpm,5
Maruti 800 DX BSII,2006,440000,5000,Diesel,Individual,Manual,Second Owner,17.7 kmpl,1061 CC,81.86 bhp,250Nm@ 1500-2500rpm,5
Skoda Rapid 1.5 TDI Ambition,2013,350000,90000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1399 CC,88.2 bhp,190Nm@ 2000rpm,5
Maruti Swift VXI BSIII,2011,96000,169000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1364 CC,37 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Swift Dzire VDI,2013,92000,127000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,796 CC,74 bhp,113.75nm@ 4000rpm,5
Maruti Wagon R LXI DUO BSIII,2007,158000,45000,Diesel,Individual,Manual,First Owner,17.3 km/kg,1364 CC,74 bhp,250Nm@ 1500-2500rpm,5
Maruti 800 DX BSII,2014,440000,68000,Petrol,Individual,Manual,First Owner,16.1 kmpl,1248 CC,74 bhp,160Nm@ 2000rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2017,500000,169000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1399 CC,78 bhp,"7.8@ 4,500(kgm@ rpm)",4
Maruti Swift VXI BSIII,2006,225000,5000,Petrol,Individual,Manual,First Owner,23.4 kmpl,993 CC,68.1 bhp,248Nm@ 2250rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2007,158000,90000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1497 CC,60 bhp,"7.8@ 4,500(kgm@ rpm)",5
Skoda Rapid 1.5 TDI Ambition,2014,350000,100000,LPG,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,81.86 bhp,248Nm@ 2250rpm,5
Maruti Swift Dzire VDI,2001,200000,120000,Diesel,Individual,Manual,Second Owner,17.7 kmpl,1364 CC,81.86 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Wagon R LXI DUO BSIII,2017,370000,100000,Petrol,Individual,Manual,First Owner,19.01 kmpl,796 CC,88.2 bhp,190Nm@ 2000rpm,5
Maruti Wagon R LXI DUO BSIII,2010,450000,45000,Petrol,Individual,Manual,First Owner,19.01 kmpl,1399 CC,57.5 bhp,170Nm@ 1800-2400rpm,5
Ford Figo Diesel Celebration Edition,2014,370000,68000,Petrol,Individual,Manual,Second Owner,19.01 kmpl,1061 CC,88.2 bhp,248Nm@ 2250rpm,5
Renault Duster 110PS Diesel RxL,2011,96000,127000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1498 CC,103.52 bhp,"11.5@ 4,500(kgm@ rpm)",5
Ford Figo Diesel Celebration Edition,2005,200000,120000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1461 CC,90 bhp,250Nm@ 1500-2500rpm,5
Skoda Rapid 1.5 TDI Ambition,2014,450000,175000,LPG,Individual,Manual,First Owner,21.14 kmpl,1197 CC,74 bhp,59Nm@ 2500rpm,5
Skoda Rapid 1.5 TDI Ambition,2014,440000,90000,Petrol,Individual,Manual,First Owner,16.1 kmpl,1396 CC,57.5 bhp,78Nm@ 4500rpm,5
Maruti Swift Dzire VDI,2010,96000,169000,Petrol,Individual,Manual,First Owner,23.59 kmpl,1298 CC,90 bhp,160Nm@ 2000rpm,5
Ford Figo Diesel Celebration Edition,2007,350000,68000,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,90 bhp,160Nm@ 2000rpm,5
Maruti 800 DX BSII,2014,45000,45000,LPG,Individual,Manual,Second Owner,20.14 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Maruti 800 DX BSII,2011,440000,45000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1396 CC,78 bhp,248Nm@ 2250rpm,5
Maruti Swift Dzire VDI,2010,158000,5000,Diesel,Individual,Manual,Third Owner,20.14 kmpl,1396 CC,37 bhp,160Nm@ 2000rpm,5
Maruti Zen LX,2006,45000,68000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1461 CC,90 bhp,78Nm@ 4500rpm,4
Renault Duster 110PS Diesel RxL,2014,96000,127000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1498 CC,37 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti 800 DX BSII,2013,158000,140000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1248 CC,67.1 bhp,"11.5@ 4,500(kgm@ rpm)",4
Toyota Etios VXD,2010,350000,175000,Diesel,Individual,Manual,First Owner,17.3 km/kg,993 CC,74 bhp,"12.7@ 2,700(kgm@ rpm)",5
Hyundai i20 Sportz Diesel,2011,92000,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1498 CC,90 bhp,160Nm@ 2000rpm,5
Maruti Swift Dzire VDI,2013,370000,120000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,81.86 bhp,59Nm@ 2500rpm,5
Maruti Swift Dzire VDI,2017,158000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,993 CC,37 bhp,250Nm@ 1500-2500rpm,4
Honda City 2017-2020 EXi,2017,370000,68000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1248 CC,81.86 bhp,190Nm@ 2000rpm,5
Maruti Swift VXI BSIII,2014,450000,45000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1197 CC,60 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift VXI BSIII,2013,225000,5000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1396 CC,81.86 bhp,248Nm@ 2250rpm,5
Toyota Etios VXD,2014,130000,145500,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1498 CC,68.1 bhp,22.4 kgm at 1750-2750rpm,5
Ford Figo Diesel Celebration Edition,2014,440000,68000,Petrol,Individual,Manual,Third Owner,20.0 kmpl,1497 CC,90 bhp,248Nm@ 2250rpm,5
Maruti Zen LX,2017,130000,45000,Petrol,Individual,Manual,Second Owner,21.14 kmpl,1061 CC,67.1 bhp,160Nm@ 2000rpm,5
Skoda Rapid 1.5 TDI Ambition,2014,450000,100000,Diesel,Individual,Manual,First Owner,17.7 kmpl,1197 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5
Skoda Rapid 1.5 TDI Ambition,2006,158000,120000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1197 CC,108.45 bhp,170Nm@ 1800-2400rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2010,450000,120000,Petrol,Individual,Manual,First Owner,21.14 kmpl,796 CC,81.86 bhp,113.75nm@ 4000rpm,5
Toyota Etios VXD,2014,500000,175000,Diesel,Individual,Manual,First Owner,23.4 kmpl,796 CC,74 bhp,248Nm@ 2250rpm,5
Maruti Swift Dzire VDI,2007,130000,169000,Diesel,Individual,Manual,Third Owner,17.3 km/kg,1197 CC,103.52 bhp,190Nm@ 2000rpm,5
Toyota Etios VXD,2011,130000,145500,Diesel,Individual,Manual,Third Owner,17.7 kmpl,1248 CC,60 bhp,59Nm@ 2500rpm,5
Toyota Etios VXD,2005,92000,45000,Petrol,Individual,Manual,First Owner,17.3 km/kg,1399 CC,81.86 bhp,250Nm@ 1500-2500rpm,5
Toyota Etios VXD,2010,500000,175000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1061 CC,108.45 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Swift VXI BSIII,2014,440000,5000,Diesel,Individual,Manual,Second Owner,17.3 km/kg,796 CC,74 bhp,"12.7@ 2,700(kgm@ rpm)",5
Toyota Etios VXD,2011,45000,175000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1298 CC,108.45 bhp,113.75nm@ 4000rpm,5
Renault Duster 110PS Diesel RxL,2014,200000,45000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1461 CC,88.2 bhp,250Nm@ 1500-2500rpm,5
Hyundai i20 Sportz Diesel,2013,92000,90000,Petrol,Individual,Manual,First Owner,16.1 kmpl,1396 CC,74 bhp,"11.5@ 4,500(kgm@ rpm)",5
Skoda Rapid 1.5 TDI Ambition,2006,450000,140000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1061 CC,78 bhp,248Nm@ 2250rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2001,225000,68000,Petrol,Individual,Manual,Second Owner,23.59 kmpl,993 CC,60 bhp,170Nm@ 1800-2400rpm,5
Hyundai i20 Sportz Diesel,2005,200000,45000,Diesel,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,"12.7@ 2,700(kgm@ rpm)",5
Hyundai Xcent 1.2 VTVT E Plus,2014,500000,127000,Petrol,Individual,Manual,First Owner,19.01 kmpl,1461 CC,60 bhp,250Nm@ 1500-2500rpm,4
Honda City 2017-2020 EXi,2014,450000,120000,Diesel,Individual,Manual,First Owner,17.3 km/kg,1197 CC,57.5 bhp,250Nm@ 1500-2500rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2011,350000,145500,Petrol,Individual,Manual,First Owner,23.4 kmpl,993 CC,88.2 bhp,170Nm@ 1800-2400rpm,5
Skoda Rapid 1.5 TDI Ambition,2011,500000,100000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1197 CC,60 bhp,113.75nm@ 4000rpm,5
Skoda Rapid 1.5 TDI Ambition,2013,96000,100000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,68.1 bhp,250Nm@ 1500-2500rpm,5
Toyota Etios VXD,2014,96000,145500,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1461 CC,74 bhp,"12.7@ 2,700(kgm@ rpm)",4
Maruti Wagon R LXI DUO BSIII,2010,92000,68000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1399 CC,74 bhp,190Nm@ 2000rpm,5
Honda City 2017-2020 EXi,2001,130000,169000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1396 CC,37 bhp,250Nm@ 1500-2500rpm,5
Renault Duster 110PS Diesel RxL,2007,96000,140000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1298 CC,108.45 bhp,250Nm@ 1500-2500rpm,5
Maruti Swift Dzire VDI,2014,92000,127000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1364 CC,67.1 bhp,248Nm@ 2250rpm,5
Maruti 800 DX BSII,2007,370000,120000,Diesel,Individual,Manual,First Owner,23.4 kmpl,796 CC,57.5 bhp,250Nm@ 1500-2500rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2007,225000,100000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1497 CC,78 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti Wagon R LXI DUO BSIII,2010,96000,68000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1197 CC,60 bhp,"12.7@ 2,700(kgm@ rpm)",5
Toyota Etios VXD,2014,158000,68000,Petrol,Individual,Manual,First Owner,23.59 kmpl,1399 CC,81.86 bhp,248Nm@ 2250rpm,5
Maruti Swift VXI BSIII,2011,370000,68000,Petrol,Individual,Manual,First Owner,16.1 kmpl,1248 CC,78 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Swift Dzire VDI,2007,200000,145500,Diesel,Individual,Manual,First Owner,23.0 kmpl,1497 CC,68.1 bhp,250Nm@ 1500-2500rpm,5
Maruti Zen LX,2014,370000,127000,Petrol,Individual,Manual,Second Owner,23.0 kmpl,1399 CC,90 bhp,"11.5@ 4,500(kgm@ rpm)",5
Ford Figo Diesel Celebration Edition,2014,450000,175000,Diesel,Individual,Manual,First Owner,23.59 kmpl,993 CC,60 bhp,170Nm@ 1800-2400rpm,5
Maruti Wagon R LXI DUO BSIII,2001,130000,169000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1061 CC,90 bhp,78Nm@ 4500rpm,5
Maruti Swift VXI BSIII,2014,92000,68000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1061 CC,78 bhp,170Nm@ 1800-2400rpm,5
Honda City 2017-2020 EXi,2014,440000,45000,Petrol,Individual,Manual,First Owner,20.0 kmpl,1498 CC,68.1 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti Zen LX,2006,440000,45000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,81.86 bhp,78Nm@ 4500rpm,4
Toyota Etios VXD,2013,350000,68000,Diesel,Individual,Manual,First Owner,17.3 km/kg,1061 CC,88.2 bhp,59Nm@ 2500rpm,4
Maruti Swift Dzire VDI,2014,225000,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,108.45 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VDI,2014,450000,120000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1197 CC,67.1 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VDI,2014,440000,127000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1061 CC,67.1 bhp,78Nm@ 4500rpm,5
Honda City 2017-2020 EXi,2007,130000,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1399 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Zen LX,2013,200000,145500,Diesel,Individual,Manual,First Owner,16.1 kmpl,1364 CC,67.1 bhp,113.75nm@ 4000rpm,5
Hyundai Xcent 1.2 VTVT E Plus,2014,440000,5000,Diesel,Individual,Manual,First Owner,17.3 kmpl,796 CC,60 bhp,190Nm@ 2000rpm,4
Ford Figo Diesel Celebration Edition,2017,158000,5000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1197 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Renault Duster 110PS Diesel RxL,2006,370000,45000,LPG,Individual,Manual,Third Owner,23.4 kmpl,993 CC,90 bhp,248Nm@ 2250rpm,5
Honda City 2017-2020 EXi,2010,440000,100000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1396 CC,74 bhp,250Nm@ 1500-2500rpm,5
Maruti 800 DX BSII,2014,450000,120000,LPG,Individual,Manual,First Owner,17.3 kmpl,1399 CC,88.2 bhp,"7.8@ 4,500(kgm@ rpm)",5
Ford Figo Diesel Celebration Edition,2001,96000,5000,Petrol,Individual,Manual,Second Owner,20.0 kmpl,1364 CC,60 bhp,170Nm@ 1800-2400rpm,5
Skoda Rapid 1.5 TDI Ambition,2006,96000,140000,Petrol,Individual,Manual,First Owner,21.14 kmpl,1061 CC,67.1 bhp,22.4 kgm at 1750-2750rpm,5
Toyota Etios VXD,2013,200000,140000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1298 CC,103.52 bhp,"7.8@ 4,500(kgm@ rpm)",5
Honda City 2017-2020 EXi,2017,96000,120000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1498 CC,90 bhp,59Nm@ 2500rpm,4
Maruti Swift VXI BSIII,2014,92000,120000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1364 CC,68.1 bhp,160Nm@ 2000rpm,5
Ford Figo Diesel Celebration Edition,2007,500000,140000,Petrol,Individual,Manual,First Owner,17.3 kmpl,1061 CC,103.52 bhp,250Nm@ 1500-2500rpm,5
Maruti 800 DX BSII,2001,200000,140000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1364 CC,37 bhp,"7.8@ 4,500(kgm@ rpm)",5
Skoda Rapid 1.5 TDI Ambition,2014,450000,45000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1461 CC,67.1 bhp,78Nm@ 4500rpm,5
